,noc,name,lnk,dis,Date of Birth,Age,Gender,Sport Class,Languages spoken,Birth Country,Debut,Ambition,Hero,Influence,Philosophy,Award,Injuries
3144,THA,PHONSILA Nuanchan,../../../en/results/boccia/athlete-profile-n1710997-phonsila-nuanchan.htm,BOC, 20 Jul 1977,44.0, Female, BC4,Thai,"
 Thailand",,,"Thai volleyball player Pleumjit Thinkaow. (Athlete, 11 Sep 2016)",,,,
3145,THA,PHUANGKITCHA Khwansuda,../../../en/results/taekwondo/athlete-profile-n1727522-phuangkitcha-khwansuda.htm,TKW, 31 Aug 2000,21.0, Female, K44,Thai,,,,,,,,
3146,BLR,PIATRENKA Lizaveta,../../../en/results/athletics/athlete-profile-n1337013-piatrenka-lizaveta.htm,ATH, 21 Apr 2002,19.0, Female, F13,Russian,"
 Belarus","2019 for Belarus (Athlete, 08 Nov 2019)",,"Belarusian Para athlete Ihar Fartunau. (Athlete, 08 Nov 2019)","Coach Ihar Fartunau. (Athlete, 08 Nov 2019)","""To move forward, first of all, you need to be able to defeat yourself and your own fears."" (mgazeta.by, 20 Sep 2019)","She has received the title of Candidate for Master of Sport in Belarus. (paradefsport.by, 27 Dec 2019)",
3147,UKR,PIDDUBNA Maryna,../../../en/results/swimming/athlete-profile-n1378310-piddubna-maryna.htm,SWM, 7 May 1998,23.0, Female," S11,SM11","English, German, Italian, Russian, Ukrainian","
 Ukraine",,"To compete at the 2020 Paralympic Games in Tokyo. (Athlete, 06 Mar 2020)",,"Her parents. (Athlete, 03 Apr 2015)","""Fight until victory."" (Athlete, 13 Aug 2018)","She won the Strong Spirit prize at the 2019 Heroes of the Sports awards in Ukraine. (naiu.org.ua, 11 Mar 2020)",
3148,FRA,PIERRE Emeline,../../../en/results/swimming/athlete-profile-n1358037-pierre-emeline.htm,SWM, 4 Dec 1999,21.0, Female, S10,French,"
 France",,"To compete at the 2020 Paralympic Games in Tokyo. (francebleu.fr, 19 Apr 2017)",,,,"In 2017 she was named Sports Hope of the Year in Pau, France. (larepubliquedespyrenees.fr, 01 Feb 2018)","She could not compete at the 2021 French national championships due to minor symptoms of COVID-19. (larepubliquedespyrenees.fr, 14 Jun 2021)"
3149,FIN,PIISPANEN Toni,../../../en/results/athletics/athlete-profile-n1301129-piispanen-toni.htm,ATH, 24 Jul 1976,45.0, Male, T51,"English, Finnish","
 Finland","2010 for Finland (Athlete, 20 Aug 2018)","To compete at the 2020 Paralympic Games in Tokyo. (paralympic.org, 09 Jul 2017; vuosaarilehti.fi, 16 Jun 2020)","Finnish boxer Amin Asikainen. (Athlete, 20 Aug 2018)","His father. (Athlete, 20 Aug 2018)","""The best athletes train even when others aren't watching."" (Athlete, 25 Aug 2011)","In 2013 and 2020 he was named Helsinki Athlete of the Year in Finland. (vuosaarilehti.fi, 16 Jun 2020)","He suffered from a persistent shoulder injury during the lead-up to the 2016 Paralympic Games. In October 2016 he underwent surgery on his right shoulder, and was unable to train until January 2017. (Instagram profile, 01 Jan 2017, 06 Oct 2016; yle.fi, 13 Sep 2016)"
3150,RPC,PIKALOVA Daria,../../../en/results/swimming/athlete-profile-n1325654-pikalova-daria.htm,SWM, 22 Aug 1994,27.0, Female," S12,SM12",Russian,"
 Russian Federation","2011 for Russia, European Championships in Berlin, Germany (Athlete, 10 Sep 2019)","To win gold at the Paralympic Games. (Athlete, 12 Mar 2021)",,"Her father. (Athlete, 20 Aug 2019)",,"She holds the title of Honoured Master of Sport in the Russian Federation. (minsport.gov.ru, 18 Dec 2020)",
3151,USA,PIKE Aaron,../../../en/results/athletics/athlete-profile-n1717634-pike-aaron.htm,ATH, 4 May 1986,35.0, Male, T54,English,"
 United States of America",,"To win a medal in the marathon event at the 2020 Paralympic Games in Tokyo. (paralympic.org, 11 May 2018)","US long-distance runner Steve Prefontaine. (Athlete, 29 Mar 2018)","His family. (teateamusa.org, 19 Feb 2017)",,,
3152,RSA,PILLAY Tyrone,../../../en/results/athletics/athlete-profile-n1342781-pillay-tyrone.htm,ATH, 1 May 1980,41.0, Male, F63,"Afrikaans, Zulu, English","
 South Africa","2011 for South Africa, World Games in Sharjah, United Arab Emirates (Athlete, 22 Oct 2015)","To compete at the 2020 Paralympic Games in Tokyo. (iol.co.za, 30 Aug 2019; Instagram profile, 11 Jan 2021)","His parents. (eadp.co.za, 01 Jan 2016)",,"""If my mind can conceive it, and my heart can believe it, I know I can achieve it."" (Athlete, 22 Oct 2015)","He was named the 2014 KwaZulu-Natal Sports Personality of the Year in Durban, South Africa. (ossur.co.za, 10 Oct 2014)","He injured his right shoulder in 2011. (Athlete, 23 Apr 2012)"
3153,GER,PILLE-STEPPAT Sylvia,../../../en/results/rowing/athlete-profile-n1367335-pille-steppat-sylvia.htm,ROW, 12 Oct 1967,53.0, Female, PR1,"English, French, German","
 Germany",,"To qualify for the final of the single sculls at the 2020 Paralympic Games in Tokyo. (Athlete, 22 Aug 2021)","German Para swimmer Kirsten Bruhn. (Athlete, 22 Aug 2021)",,"""You are stronger than you think."" (Athlete, 22 Aug 2021)",,
3154,POR,PIN&Atilde;O Telmo,../../../en/results/cycling-road/athlete-profile-n1286236-pinao-telmo.htm,CRD, 5 Nov 1979,41.0, Male, C2,Portuguese,"
 Portugal","2010 for Portugal, World Championships in Baie-Comeau, Canada (record.pt, 13 Jun 2021)","To compete at the 2020 Paralympic Games in Tokyo. (publico.pt, 01 Sep 2016)",,,"""You, me, or nobody is gonna hit as hard as life. But it ain't about how hard you hit. It's about how hard you can get hit and keep moving forward."" [Fictional character Rocky Balboa] (inr.pt, 2016)",,
3155,POR,PIN&Atilde;O Telmo,../../../en/results/cycling-track/athlete-profile-n1286236-pinao-telmo.htm,CTR, 5 Nov 1979,41.0, Male, C2,Portuguese,"
 Portugal","2010 for Portugal, World Championships in Baie-Comeau, Canada (record.pt, 13 Jun 2021)","To compete at the 2020 Paralympic Games in Tokyo. (publico.pt, 01 Sep 2016)",,,"""You, me, or nobody is gonna hit as hard as life. But it ain't about how hard you hit. It's about how hard you can get hit and keep moving forward."" [Fictional character Rocky Balboa] (inr.pt, 2016)",,
3156,ESP,PINEDA MATABUENA Jorge,../../../en/results/rowing/athlete-profile-n1540581-pineda-matabuena-jorge.htm,ROW, 23 Apr 1997,24.0, Male, PR3,"Basque, English, Spanish","
 Spain","2018 for Spain, World Championships in Plovdiv, Bulgaria (tokio2020.dxtadaptado.com, 25 Jul 2021)",,"His grandfather, who played competitive handball in Spain. (tokio2020.dxtadaptado.com, 25 Jul 2021)","His family. (Facebook profile, 29 Jun 2021)","""You give up. I don't dare."" (Facebook profile, 29 Jun 2021)",,
3157,USA,PINNEY Ryan,../../../en/results/cycling-road/athlete-profile-n1690544-pinney-ryan.htm,CRD, 10 Nov 1980,40.0, Male, H3,English,"
 United States of America",,"To win gold at the 2020 Paralympic Games in Tokyo. (sports360az.com, 27 Jun 2021)",,"His family and friends. (teamusa.org, 01 Jan 2020)","""I know I don't need to win medals for my family to be proud of me. I have the freedom to chase that goal, with all of that support around me. And that's what drives me. I feel their love."" (teamusa.org, 27 May 2021)",,
3158,SLO,PINTER Franc,../../../en/results/shooting/athlete-profile-n1455998-pinter-franc.htm,SHO, 24 Dec 1953,67.0, Male, SH1,Slovene,"
 Slovenia","1992 for Slovenia, Paralympic Games in Barcelona, Spain (Athlete, 24 Apr 2012)",,,,"""Sport is my lifestyle."" (24ur.com, 27 Aug 2016)","He was named the 2016 Best Para Athlete in Maribor, Slovenia. (szm.si, 06 Mar 2017)","In December 2007 he broke both his legs after falling from his wheelchair. (zsis.si, 07 Dec 2009)"
3159,POL,PIOTROWSKA Marta,../../../en/results/athletics/athlete-profile-n1377398-piotrowska-marta.htm,ATH, 29 Dec 1991,29.0, Female, T37,"English, Polish","
 Poland",,"To win a medal at the 2020 Paralympic Games in Tokyo. (tvp.pl, 08 Jan 2020)",,"Coach Wojciech Kikowski. (Athlete, 16 Jul 2017)","""Sport gives me joy and happiness."" (sport.tvp.pl, 04 Sep 2016)","She received a sporting achievement award at the 2015 Lady D Awards in Lodz, Poland, which acknowledges the accomplishments of women with an impairment. (naszemiasto.pl, 20 May 2015)",
3160,VEN,PIRELA YEPEZ Edixon Eduardo,../../../en/results/athletics/athlete-profile-n1546379-pirela-yepez-edixon-eduardo.htm,ATH, 9 Aug 1991,30.0, Male, T20,Spanish,"
 Venezuela",,,,"His parents. (Athlete, 24 Aug 2021)",,"He was Zulia's flag bearer at the opening ceremony of the 2015 National Para Games in Yaracuy, Venezuela. (deportesdigital.com.ve, 02 Sep 2015)",
3161,BRA,PIRES da SILVA Alex Douglas,../../../en/results/athletics/athlete-profile-n1361156-pires-da-silva-alex-douglas.htm,ATH, 7 May 1990,31.0, Male, T46,Portuguese,"
 Brazil",,"To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 11 Aug 2021)","Brazilian long distance runners Vanderlei Cordeiro de Lima and Marilson dos Santos, Kenyan long distance runner Paul Tergat, Brazilian racing driver Ayrton Senna. (eusoufamecos.net, 25 May 2012; Athlete, 23 Oct 2015)",,,,"He was bothered by inflammation in his Achilles tendon during his preparation for the 2016 Paralympic Games in Rio de Janeiro. (faculdadesogipa.org.br, 01 Dec 2017)"
3162,IRI,PIROUJ Ali,../../../en/results/athletics/athlete-profile-n1565654-pirouj-ali.htm,ATH, 22 Jan 1998,23.0, Male, F13,,,,"To compete at the 2020 Paralympic Games in Tokyo. (irna.ir, 17 Aug 2021)",,,,,
3163,RPC,PISKUNOVA Anna,../../../en/results/rowing/athlete-profile-n1303287-piskunova-anna.htm,ROW, 13 Oct 1995,25.0, Female, PR3-B2,Russian,"
 Russian Federation",,"To compete at the 2020 Paralympic Games in Tokyo. (Athlete, 13 Mar 2020)","US sprinter Florence Griffith Joyner. (Athlete, 13 Mar 2020)","Her first coach Lyubov Igaeva, and coach Elena Sevostianova. (Athlete, 13 Mar 2020)",,"In 2018 and 2019 she was named among the five best Para athletes of the year in the Lipetsk region of the Russian Federation. (sport48.ru, 26 Dec 2019; admlip.ru, 27 Dec 2018)",
3164,AUS,PITT Christopher,../../../en/results/shooting/athlete-profile-n1409625-pitt-christopher.htm,SHO, 12 May 1965,56.0, Male, SH1,English,,"2013 for Australia, World Cup in Szczecin, Poland (news-mail.com.au, 14 Dec 2013)","To reach the final at the 2020 Paralympic Games in Tokyo. (bundabergnow.com, 24 Jul 2021)","Australian shooting Para sport athletes Ashley Adams and Elizabeth Kosmala. (paralympic.org.au, 01 Oct 2016)",,"""The concentration and the focus is absolutely ridiculous with shooting, it is 90% mental and 10% physical. If you think of the wrong thing for even a millisecond, that is enough to spoil your next shot and if you are the type of person who gets in your head too much, it can be detrimental to the result."" (bundabergnow.com, 01 Mar 2020)","In 2016 and 2017 he was named Para Shooter of the Year by Shooting Australia. (shootingaustralia.org, 2018)",
3165,UKR,PLAKUSHCHYI Vitalii,../../../en/results/shooting/athlete-profile-n1378467-plakushchyi-vitalii.htm,SHO, 2 Jan 1981,40.0, Male, SH2,"Russian, Ukrainian","
 Ukraine","2015 for Ukraine, World Cup in Szczecin, Poland (Athlete, 19 Jan 2016)","To win a medal at the Paralympic Games. (Athlete, 19 Jan 2016)",,"Coaches Mykhailo Malkevych and Kostiantyn Dzyuba. (Athlete, 19 Jan 2016)",,"He has received the title of Honoured Master of Sport in Ukraine. (dsmsu.gov.ua, 31 Dec 2020)",
3166,SLO,PLANK Henrik,../../../en/results/athletics/athlete-profile-n1656123-plank-henrik.htm,ATH, 23 Aug 1974,47.0, Male, F52,"Croatian, English, Serbian, Slovene","
 Slovenia","2005 for Slovenia (Athlete, 24 Oct 2015)","To compete at the 2020 Paralympic Games in Tokyo. (slovenskenovice.si, 12 Apr 2019)","New Zealand Para thrower Peter Martin. (Athlete, 24 Apr 2012)","His family. (Athlete, 20 Aug 2018)",,"He was the flag bearer for Slovenia at the opening ceremony of the 2018 European Championships in Berlin, Germany. (IPC, 20 Aug 2018)",
3167,NED,PLAT Jetze,../../../en/results/cycling-road/athlete-profile-n1708671-plat-jetze.htm,CRD, 10 Jun 1991,30.0, Male, H4,"Dutch, English","
 Netherlands",,"To win gold in cycling and in triathlon at the 2020 Paralympic Games in Tokyo. (jetzeplat.nl, 11 May 2020; uci.org, 15 Aug 2019)",,,"""Win or lose, it's your choice how hard you will work for it."" (Facebook profile, 18 May 2020)","He was named the 2017 Para Athlete of the Year in the Netherlands. (Facebook page, 30 May 2020)","In May 2013 he required an operation to remove his appendix. He was out for two weeks as a result of the surgery. (proflavio.com, 30 May 2013)"
3168,NED,PLAT Jetze,../../../en/results/triathlon/athlete-profile-n1708671-plat-jetze.htm,TRI, 10 Jun 1991,30.0, Male, PTWC2,"Dutch, English","
 Netherlands",,"To win gold in cycling and in triathlon at the 2020 Paralympic Games in Tokyo. (jetzeplat.nl, 11 May 2020; uci.org, 15 Aug 2019)",,,"""Win or lose, it's your choice how hard you will work for it."" (Facebook profile, 18 May 2020)","He was named the 2017 Para Athlete of the Year in the Netherlands. (Facebook page, 30 May 2020)","In May 2013 he required an operation to remove his appendix. He was out for two weeks as a result of the surgery. (proflavio.com, 30 May 2013)"
3169,BRA,PLATINI SILVA Wellington,../../../en/results/sitting-volleyball/athlete-profile-n1338054-platini-silva-wellington.htm,VBS, 25 Mar 1985,36.0, Male, VS1,Portuguese,"
 Brazil",,,,,,,
3170,ITA,PLEBANI Veronica Yoko,../../../en/results/triathlon/athlete-profile-n1615170-plebani-veronica-yoko.htm,TRI, 1 Mar 1996,25.0, Female, PTS2,"English, German, Italian","
 Italy",,"To compete at the 2020 Paralympic Games in Tokyo. (bgsalute.it, 09 Feb 2021)","New Zealander paddler Lisa Carrington. (letteradonna.it, 29 Apr 2016)","Her father. (Athlete, 20 Nov 2013)","""Replace words with actions."" (art4sport.com, 2013)",,
3171,ESA,PLEITEZ David,../../../en/results/athletics/athlete-profile-n1543797-pleitez-david.htm,ATH, 23 Feb 1999,22.0, Male, T37,Spanish,"
 El Salvador",,,,"His mother. (Athlete, 24 Aug 2021)","""Today's effort is tomorrow's success."" (Instagram profile, 18 Aug 2021)",,
3172,EST,PLOOMIPUU Kardo,../../../en/results/swimming/athlete-profile-n1402259-ploomipuu-kardo.htm,SWM, 24 Mar 1988,33.0, Male, S10,"English, Estonian","
 Estonia","2002 for Estonia, World Championships in Mar del Plata, Argentina (Athlete, 30 Nov 2017)",,,,"""Just do it!"" (Athlete, 30 Nov 2017)","In 2016 he was named Athlete of the Year by the Estonian Paralympic Committee for the eighth time. (sport.postimees.ee, 25 Nov 2016)","In 2006 he had a broken ribs and was out of the swimming pool for seven months. (ekspress.delfi.ee, 27 Aug 2012)"
3173,RPC,PLOTNIKOV Igor,../../../en/results/swimming/athlete-profile-n1325655-plotnikov-igor.htm,SWM, 7 Oct 1982,38.0, Male, S5,Russian,"
 Russian Federation","2002 for Russia, World Championships in Mar del Plata, Argentina (Athlete, 10 Sep 2019)",,,"Coach Denis Kaygorodov. (Athlete, 10 Sep 2019)",,"He has received the title of Honoured Master of Sport in the Russian Federation. (paraswim.ru, 05 Mar 2021)",
3174,POL,PLUTA Grzegorz,../../../en/results/wheelchair-fencing/athlete-profile-n1380683-pluta-grzegorz.htm,WFE, 28 Nov 1974,46.0, Male, B,Polish,"
 Poland",,,,,,"In 2013 he received the Gold Cross of Merit in recognition of his sporting achievements. (paralympic.org.pl, 31 Aug 2016)","He training was disrupted ahead of the 2016 Paralympic Games in Rio de Janeiro due to several injuries. (tvp.pl, 08 Jan 2017)"
3175,COL,POBLADOR GRANADOS Cristina,../../../en/results/powerlifting/athlete-profile-n1692743-poblador-granados-cristina.htm,PWL, 23 Mar 1995,26.0, Female, PWL,Spanish,"
 Colombia","2018 for Colombia, in Bogota, Colombia (Athlete, 13 Jul 2019)","To compete at the 2020 Paralympic Games in Tokyo. (dxtcapital.com, 13 Dec 2018)",,"Coach Jorge Chaves. (Athlete, 13 Jul 2019)","""This sport is not just a hobby. This is about discipline and perseverance. I live for the sport and I hope that those who want to practise it will do the same."" (comiteparalimpicocolombiano.org, 05 Apr 2019)",,
3176,RPC,PODDUBSKAIA Anna,../../../en/results/taekwondo/athlete-profile-n1353661-poddubskaia-anna.htm,TKW, 27 Oct 1985,35.0, Female, K44,Russian,"
 Russian Federation",,"To compete at the 2020 Paralympic Games in Tokyo. (ki-news.ru, 21 Apr 2020)","Jamaican sprinter Usain Bolt. (Athlete, 26 May 2020)","Coach Zhanna Shcherbakova. (ki-news.ru, 21 Apr 2020)","""Veni, vidi, vici."" [I came, I saw, I conquered] (Facebook profile, 14 May 2020)","In 2020 she received the title of Master of Sport of International Class in the Russian Federation. (Instagram profile, 07 May 2020)",
3177,ARG,POGGI Lucas Nicolas,../../../en/results/swimming/athlete-profile-n1407002-poggi-lucas-nicolas.htm,SWM, 7 Sep 1992,28.0, Male, S7,Spanish,"
 Argentina",,"To reach the 100m backstroke final at the 2020 Paralympic Games in Tokyo. (clarin.com, 30 Aug 2020)","His father Mario. (Athlete, 21 Aug 2021)","His parents, particularly his mother Olga, who died of cancer in 2017. (Athlete, 21 Aug 2021; licuadoradeportiva.com.ar, 30 Nov 2017; clarin.com, 30 Aug 2020)","""Give everything for your goals, never give up and chase your dreams."" (Athlete, 21 Aug 2021)","In 2018 he was presented with the Jorge Newbery Award, awarded to the best sportsperson of the year in Buenos Aires, Argentina. (buenosaires.gob.ar, 13 Dec 2018)",
3178,GRE,POIMENIDOU Dorothea,../../../en/results/archery/athlete-profile-n1725244-poimenidou-dorothea.htm,ARC, 8 Mar 1995,26.0, Female, ST,Greek,"
 Greece",,"To compete at the 2020 Paralympic Games in Tokyo. (paralympicus.gr, 21 Jul 2021)",,,,,
3179,POL,POLAK Marcin,../../../en/results/cycling-track/athlete-profile-n1376963-polak-marcin.htm,CTR, 25 Nov 1982,38.0, Male, B,Polish,"
 Poland",,,"Swiss road cyclist Fabian Cancellara, Italian road cyclist Marco Pantani. (paralympic.org.pl, 09 Sep 2016; Athlete, 07 Sep 2016)","Guide Michal Ladosz. (Athlete, 07 Sep 2016)",,,
3180,RPC,POLIAKOVA Iuliia,../../../en/results/equestrian/athlete-profile-n1689331-poliakova-iuliia.htm,EQU, 18 Dec 1985,35.0, Female, GII,Russian,,,,,,,"She has received the title of Candidate for Master of Sport in the Russian Federation. (minsport.gov.ru, 01 Apr 2021)",
3181,UKR,POLIANSKA Oleksandra,../../../en/results/rowing/athlete-profile-n1323398-polianska-oleksandra.htm,ROW, 13 May 1997,24.0, Female, PR3-PI,"Russian, Ukrainian","
 Ukraine","2014 for Ukraine, World Cup in Italy (Athlete, 04 Oct 2017)","To compete at the 2020 Paralympic Games in Tokyo. (Athlete, 20 Mar 2020)",,"Her parents. (Athlete, 04 Oct 2017)",,"She has received the title of Master of Sport of International Class in Ukraine. (dsmsu.gov.ua, 28 Dec 2019)",
3182,UKR,POLIANSKYI Roman,../../../en/results/rowing/athlete-profile-n1323411-polianskyi-roman.htm,ROW, 1 Sep 1986,35.0, Male, PR1,"Russian, Ukrainian","
 Ukraine","2014 for Ukraine, European Cup in Italy (Athlete, 30 Aug 2016)",,"US boxer Muhammad Ali. (Athlete, 30 Aug 2016)",,"""I am training to become stronger."" (Athlete, 30 Aug 2016)","In 2018 he was named among the Best Para Athletes of the Year in Odessa region of Ukraine. (odessa.online, 28 Dec 2018)",
3183,RPC,POLIKARPOVA Sofiia,../../../en/results/swimming/athlete-profile-n1325656-polikarpova-sofiia.htm,SWM, 7 Mar 2002,19.0, Female," S11,SB11",Russian,"
 Russian Federation","2019 for Russia, in Berlin, Germany (Athlete, 10 Sep 2019)","To compete at the Paralympic Games. (Athlete, 26 Feb 2020)","Russian swimmer Yuliya Efimova. (Athlete, 10 Sep 2019)","Coach Igor Tveryakov. (Athlete, 10 Sep 2019)",,"She has received the title of Candidate for Master of Sport in the Russian Federation. (minsport.gov.ru, 18 Dec 2020)",
3184,USA,POLISH Kevin,../../../en/results/archery/athlete-profile-n1662324-polish-kevin.htm,ARC, 19 Nov 1982,38.0, Male, W2,English,,,"To compete at the 2020 Paralympic Games in Tokyo. (Facebook profile, 04 Jun 2021)",,"His family. (Facebook profile, 04 Jun 2021)","""I want to shoot on the bad days and good days. I want to shoot every day. You learn a lot more doing that. You learn to deal with adversity."" (teamusa.org, 10 Aug 2016)",,"He was unable to compete at elite level for five years from around 2011 to 2015 due to the effects of bladder cancer and diabetes. In December 2015, tests showed he was cancer free. (teamusa.org, 10 Aug 2016)"
3185,FIN,POLVI Teppo,../../../en/results/cycling-road/athlete-profile-n1301216-polvi-teppo.htm,CRD, 20 Apr 1975,46.0, Male, H1,Finnish,"
 Finland",,,,,,"He was named 2016 Athlete with an Impairment of the Year at the Central Ostrobothnia Sports Gala in Finland. (pyhajarvensanomat.fi, 28 Jan 2017)",
3186,GRE,POLYCHRONIDIS Grigorios,../../../en/results/boccia/athlete-profile-n1719416-polychronidis-grigorios.htm,BOC, 13 Aug 1981,40.0, Male, BC3,"English, Greek, Russian","
 Georgia","2002 for Greece (bocciahellas.gr, 2013)","To win a medal at the 2020 Paralympic Games in Tokyo. (paralympic.gr, 08 Aug 2017)",,"His father Damianos Polychronidis, his godfather Thoma Chabazi and coach Georgios Tzimas. (gregpoly.gr, 12 Apr 2014)","""In every event I compete for victory."" (paralympicus.gr, 03 Nov 2015)","He was named the 2018 Best Male Athlete with an Impairment at the Gazzetta Awards in Greece. (newsitamea.gr, 04 Jan 2019)",
3187,UKR,POMAZAN Mariia,../../../en/results/athletics/athlete-profile-n1311653-pomazan-mariia.htm,ATH, 15 Oct 1988,32.0, Female, F35,"Russian, Ukrainian","
 Ukraine","2010 for Ukraine, in Cheboksary, Russia (Athlete, 23 Feb 2011)","To win gold in the shot put at the 2020 Paralympic Games in Tokyo. (Athlete, 09 Apr 2020)","Ukrainian Para shot putter Alla Malchyk, Croatian discus thrower Sandra Perkovic. (Athlete, 22 Oct 2015)","Coach Tamara Edisherashvili. (Athlete, 26 Sep 2015)","""What doesn't kill you makes you stronger."" (Athlete, 22 Oct 2015)","In recognition of her achievements at the 2012 and 2016 Paralympic Games, she received the Orders for Merit [third and second grades] in Ukraine. (president.gov.ua, 04 Oct 2016; zakon2.rada.gov.ua, 17 Sep 2012)",
3188,BRA,POMME Mauricio,../../../en/results/wheelchair-tennis/athlete-profile-n1380778-pomme-mauricio.htm,WTE, 24 Mar 1970,51.0, Male, WT,"Portuguese, English, Spanish","
 Brazil",,,"Swiss tennis player Roger Federer. (Athlete, 03 Aug 2016)",,,,
3189,ESP,PONCE BERTRAN Antoni,../../../en/results/swimming/athlete-profile-n1448841-ponce-bertran-antoni.htm,SWM, 5 Jun 1987,34.0, Male," SB5,S5","Catalan, Spanish","
 Spain","2014 for Spain, European Championships in Eindhoven, Netherlands (Athlete, 03 Dec 2017)","To win a medal at the 2020 Paralympic Games in Tokyo. (dxtadaptado.com, 28 Dec 2020)","Brazilian Para swimmer Daniel Dias. (dxtadaptado.com, 30 Dec 2019)","Coach Jaume Marce Gil. (dxtadaptado.com, 30 Dec 2019)","""I like to keep an eye on others, an athlete must always watch his rivals out of respect. I don't look at what they do every day, but I do check the rankings to know how they are doing. You don't just compete against yourself, that's why I try to follow the evolution of the strongest, with whom I will race for medals."" (dxtadaptado.com, 28 Dec 2020)","In February 2020 he was among the winners in the Best Athlete category at the Effort Awards Gala held by website dxtadaptado.com, which promotes and reports on Para sport. (paralimpicos.es, 06 Feb 2020; dxtadaptado.com, 03 Feb 2020)",
3190,UKR,PONOMARENKO Volodymyr,../../../en/results/athletics/athlete-profile-n1311656-ponomarenko-volodymyr.htm,ATH, 22 Oct 1992,28.0, Male, F12,"English, Russian, Ukrainian","
 Ukraine",,"To win gold at the Paralympic Games. (Athlete, 09 Apr 2020)","German discus thrower Jurgen Schult, German shot putter Ulf Timmermann, Soviet hammer thrower Yuriy Sedykh. (Athlete, 17 Oct 2019)","His parents. (Athlete, 17 Oct 2019)","""Accept criticism only from those who have achieved more than you."" (Instagram profile, 22 Jul 2019)","He was named among the 10 Best Para Athletes of the Year for 2020 in the Donetsk region of Ukraine. (sportdonoda.gov.ua, 28 Dec 2020)",
3191,THA,POOKKHAM Sujirat,../../../en/results/badminton/athlete-profile-n1731030-pookkham-sujirat.htm,BDM, 15 Mar 1986,35.0, Female, WH1,Thai,,,,,,,,
3192,AUS,POPHAM Ben,../../../en/results/swimming/athlete-profile-n1498347-popham-ben.htm,SWM, 4 Sep 2000,21.0, Male, S8,English,"
 Great Britain","2018 for Australia, Pan Pacific Championships in Australia (swimming.org.au, 17 Mar 2020)","To compete at the 2020 Paralympic Games in Tokyo. (paralympic.org.au, 01 Jan 2019)","Australian wheelchair racer Kurt Fearnley, Australian Para swimmers Katrina Porter and Katherine Downie. (paralympic.org.au, 01 Jan 2019)",,"""In a team game you can always find someone else to blame other than yourself, but in swimming it's only you. If you don't get the time you want you can't blame anyone else, which helps you realise if you did something wrong and helps you get better."" (communitynews.com.au, 22 Apr 2016)","He was named 2020 Swimming Western Australia [WA] Multi-Class Swimmer of the Year. (arenaswimclub.com.au, 24 Jun 2020)",
3193,UKR,POPOV Stanislav,../../../en/results/swimming/athlete-profile-n1341404-popov-stanislav.htm,SWM, 2 Mar 2000,21.0, Male, S10,"Russian, Ukrainian","
 Ukraine","2018 for Ukraine (Athlete, 13 Aug 2018)",,,,"""Victory."" (Athlete, 13 Aug 2018)","He has received the title of Master of Sport in Ukraine. (paralympic.org.ua, 12 Aug 2021)",
3194,ITA,PORCELLATO Francesca,../../../en/results/cycling-road/athlete-profile-n1687188-porcellato-francesca.htm,CRD, 5 Sep 1970,51.0, Female, H3,"Italian, English, French","
 Italy",,"To compete at the 2020 Paralympic Games in Tokyo. (ilnuovodiario.com, 19 May 2021)",,"Her husband and coach Dino Farinazzo. (atleticalive.it, 19 Apr 2018)","""We are all different, but it is diversity that makes the world beautiful and life worth living. Sport can truly be a means of bringing all diversity closer."" (ilnuovodiario.com, 19 May 2021)","She received the 2012 Verona Giovani award in Italy in recognition of her sporting successes. (verona-in.it, 18 Dec 2012)",
3195,ESP,PORRAS Xavier,../../../en/results/athletics/athlete-profile-n1448980-porras-xavier.htm,ATH, 22 Aug 1981,40.0, Male, T11,"Catalan, English, Spanish","
 Spain",,"To compete in his fifth Paralympic Games. (SportsDeskOnline, 13 Apr 2021; dxtadaptado.com, 14 Mar 2021)","US sprinter and long jumper Carl Lewis. (Athlete, 06 Nov 2019)","His family. (Athlete, 06 Nov 2019)","""Nothing is as hard as it seems at the beginning. Challenges are overcome with effort, fight and dedication. A defeat can never get in the way of triumph and achievement."" (Facebook page, 28 Sep 2019)","In 2016 he received a Bronze Medal of the Royal Order of Sports Merit from the Supreme Council for Sports in Spain. (cpe.boletines.bornan.net, 21 Apr 2016; xaviporras.com, 14 Apr 2016)","He sustained a hip abductor muscle injury in May 2019. He had recovered from the injury by late 2019. (Facebook page, 07 Sep 2019, 26 May 2019)"
3196,FRA,PORTAL Alex,../../../en/results/swimming/athlete-profile-n1358035-portal-alex.htm,SWM, 12 Feb 2002,19.0, Male," S13,SB13,SM13","English, French, Spanish","
 France","2016 for France (Athlete, 13 Aug 2018)",,"US swimmer Michael Phelps, French swimmer Jeremy Stravius. (mytvchain.com, 04 Dec 2019; Athlete, 13 Aug 2018)","His family, coach Guillaume Benoist and his swimming friends. (Athlete, 13 Aug 2018)",,"He was named the 2018 Parasport Male Hope of the Year in the Ile-de-France region of France. (actu.fr, 11 Jan 2019)",
